Unnamed: 0,id,t,longitude,latitude,sog,cog,heading,label,trip
0,BKZT14731869247997,2020-03-10 04:58:12,23.55569666666669,37.9637933333333,0.0,20.5,-1,Port,Port
1,BKZT14731869247997,2020-03-10 05:00:33,23.555693333333306,37.9637966666667,0.0,20.5,-1,Port,Port
2,BKZT14731869247997,2020-03-10 05:02:53,23.5556883333333,37.963801666666704,0.0,20.5,-1,Port,Port
3,BKZT14731869247997,2020-03-10 05:03:13,23.5556866666667,37.963803333333296,0.0,20.5,-1,Port,Port
4,BKZT14731869247997,2020-03-10 05:03:33,23.555685,37.96380666666671,0.0,20.5,-1,Port,Port
5,BKZT14731869247997,2020-03-10 05:07:32,23.5556783333333,37.96381,0.0,20.5,-1,Port,Port
6,BKZT14731869247997,2020-03-10 05:08:32,23.555673333333303,37.9638116666667,0.0,20.5,-1,Port,Port
7,BKZT14731869247997,2020-03-10 05:12:33,23.555670000000003,37.963815,0.0,20.5,-1,Port,Port
8,BKZT14731869247997,2020-03-10 05:21:33,23.55555,37.9634516666667,2.8,196.8,-1,Route,1
9,BKZT14731869247997,2020-03-10 05:22:12,23.555285,37.96277666666671,4.3,195.2,-1,Route,1
10,BKZT14731869247997,2020-03-10 05:22:23,23.555215,37.9625533333333,4.4,199.3,-1,Route,1
11,BKZT14731869247997,2020-03-10 05:22:33,23.5550983333333,37.96236333333329,4.6,207.0,-1,Route,1
12,BKZT14731869247997,2020-03-10 05:22:53,23.55477,37.9620433333333,4.3,227.8,-1,Route,1
13,BKZT14731869247997,2020-03-10 05:23:44,23.553501666666698,37.96163666666671,4.7,257.4,-1,Route,1
14,BKZT14731869247997,2020-03-10 05:23:53,23.553255,37.961608333333295,4.7,261.9,-1,Route,1
15,BKZT14731869247997,2020-03-10 05:24:04,23.552973333333306,37.96158,4.9,263.4,-1,Route,1
16,BKZT14731869247997,2020-03-10 05:24:13,23.55272,37.9615533333333,4.9,265.8,-1,Route,1
17,BKZT14731869247997,2020-03-10 05:24:23,23.552395,37.961541666666704,5.0,266.4,-1,Route,1
18,BKZT14731869247997,2020-03-10 05:24:44,23.551766666666698,37.9615033333333,5.1,264.6,-1,Route,1
19,BKZT14731869247997,2020-03-10 05:24:53,23.551498333333303,37.961495,5.1,264.9,-1,Route,1
20,BKZT14731869247997,2020-03-10 05:25:04,23.5512,37.961471666666704,5.1,264.3,-1,Route,1
21,BKZT14731869247997,2020-03-10 05:25:23,23.5505966666667,37.96141166666671,5.2,264.5,-1,Route,1
22,BKZT14731869247997,2020-03-10 05:25:44,23.549955,37.961358333333294,5.2,263.2,-1,Route,1
23,BKZT14731869247997,2020-03-10 05:26:04,23.54936166666669,37.9612833333333,5.2,261.3,-1,Route,1
24,BKZT14731869247997,2020-03-10 05:27:04,23.5475966666667,37.9609466666667,5.2,253.8,-1,Route,1
25,BKZT14731869247997,2020-03-10 05:27:23,23.547043333333303,37.9608116666667,5.2,251.9,-1,Route,1
26,BKZT14731869247997,2020-03-10 05:28:04,23.545833333333302,37.960515,5.3,252.1,-1,Route,1
27,BKZT14731869247997,2020-03-10 05:28:23,23.545275,37.9603866666667,5.3,253.2,-1,Route,1
28,BKZT14731869247997,2020-03-10 05:29:04,23.5440016666667,37.9601416666667,5.2,257.8,-1,Route,1
29,BKZT14731869247997,2020-03-10 05:29:23,23.5434583333333,37.96004666666671,5.1,257.4,-1,Route,1
30,BKZT14731869247997,2020-03-10 05:30:23,23.541755,37.9597216666667,5.0,259.2,-1,Route,1
31,BKZT14731869247997,2020-03-10 05:30:33,23.541445,37.95966666666671,4.9,258.3,-1,Route,1
32,BKZT14731869247997,2020-03-10 05:30:43,23.5411616666667,37.9596266666667,4.8,260.5,-1,Route,1
33,BKZT14731869247997,2020-03-10 05:31:14,23.5403016666667,37.9595533333333,4.9,264.8,-1,Route,1
34,BKZT14731869247997,2020-03-10 05:31:23,23.54005,37.9595416666667,4.8,265.9,-1,Route,1
35,BKZT14731869247997,2020-03-10 05:31:33,23.53974666666669,37.9595216666667,4.8,267.4,-1,Route,1
36,BKZT14731869247997,2020-03-10 05:31:43,23.5394566666667,37.9595216666667,4.9,272.4,-1,Route,1
37,BKZT14731869247997,2020-03-10 05:31:53,23.539175,37.95953,4.9,274.3,-1,Route,1
38,BKZT14731869247997,2020-03-10 05:32:04,23.53885166666669,37.9595566666667,5.0,276.1,-1,Route,1
39,BKZT14731869247997,2020-03-10 05:32:33,23.5379733333333,37.9596916666667,5.1,282.4,-1,Route,1
40,BKZT14731869247997,2020-03-10 05:32:44,23.537661666666697,37.9597416666667,5.2,284.0,-1,Route,1
41,BKZT14731869247997,2020-03-10 05:33:04,23.5370316666667,37.9598816666667,5.2,286.5,-1,Route,1
42,BKZT14731869247997,2020-03-10 05:33:24,23.53645666666669,37.960035,5.2,287.9,-1,Route,1
43,BKZT14731869247997,2020-03-10 05:33:53,23.5356,37.960288333333295,5.2,291.6,-1,Route,1
44,BKZT14731869247997,2020-03-10 05:34:24,23.534698333333303,37.960603333333296,5.4,297.9,-1,Route,1
45,BKZT14731869247997,2020-03-10 05:37:33,23.53129666666669,37.96462,5.7,326.7,-1,Route,1
46,BKZT14731869247997,2020-03-10 05:38:23,23.5304733333333,37.96538,3.1,322.0,-1,Route,1
47,BKZT14731869247997,2020-03-10 05:39:14,23.53035666666669,37.9655816666667,0.1,333.0,-1,Port,Port
48,BKZT14731869247997,2020-03-10 05:39:43,23.5303633333333,37.965585,0.1,333.0,-1,Port,Port
49,BKZT14731869247997,2020-03-10 05:39:54,23.530365,37.9655866666667,0.0,333.0,-1,Port,Port
50,BKZT14731869247997,2020-03-10 05:40:04,23.530366666666698,37.96559,0.0,333.0,-1,Port,Port
51,BKZT14731869247997,2020-03-10 05:41:14,23.5303683333333,37.965593333333295,0.0,333.0,-1,Port,Port
52,BKZT14731869247997,2020-03-10 05:41:43,23.53037,37.965595,0.0,333.0,-1,Port,Port
53,BKZT14731869247997,2020-03-10 05:42:04,23.5303716666667,37.96559666666671,0.1,333.0,-1,Port,Port
54,BKZT14731869247997,2020-03-10 05:42:54,23.5303733333333,37.9656,0.0,333.0,-1,Port,Port
55,BKZT14731869247997,2020-03-10 05:43:33,23.5303733333333,37.9656016666667,0.0,333.0,-1,Port,Port
56,BKZT14731869247997,2020-03-10 05:43:44,23.530375,37.9656033333333,0.0,333.0,-1,Port,Port
57,BKZT14731869247997,2020-03-10 05:44:04,23.530375,37.9656016666667,0.0,333.0,-1,Port,Port
58,BKZT14731869247997,2020-03-10 05:44:33,23.530376666666697,37.9656033333333,0.0,333.0,-1,Port,Port
59,BKZT14731869247997,2020-03-10 05:45:23,23.53038,37.9656016666667,0.0,333.0,-1,Port,Port
60,BKZT14731869247997,2020-03-10 05:45:33,23.530385,37.9656016666667,0.0,333.0,-1,Port,Port
61,BKZT14731869247997,2020-03-10 05:46:44,23.5303916666667,37.965605,0.0,333.0,-1,Port,Port
62,BKZT14731869247997,2020-03-10 05:47:04,23.5303916666667,37.9656066666667,0.0,333.0,-1,Port,Port
63,BKZT14731869247997,2020-03-10 05:48:04,23.5303916666667,37.965613333333295,0.0,333.0,-1,Port,Port
64,BKZT14731869247997,2020-03-10 05:49:13,23.5303933333333,37.965615,0.0,333.0,-1,Port,Port
65,BKZT14731869247997,2020-03-10 05:49:34,23.5303933333333,37.965615,0.0,333.0,-1,Port,Port
66,BKZT14731869247997,2020-03-10 05:52:04,23.5303933333333,37.96561,0.0,333.0,-1,Port,Port
67,BKZT14731869247997,2020-03-10 05:52:13,23.5303933333333,37.9656083333333,0.0,333.0,-1,Port,Port
68,BKZT14731869247997,2020-03-10 05:52:53,23.5303933333333,37.9656083333333,0.0,333.0,-1,Port,Port
69,BKZT14731869247997,2020-03-10 05:55:14,23.5303916666667,37.9656033333333,0.0,333.0,-1,Port,Port
70,BKZT14731869247997,2020-03-10 05:55:32,23.5303916666667,37.9656033333333,0.0,333.0,-1,Port,Port
71,BKZT14731869247997,2020-03-10 05:55:53,23.5303916666667,37.9656033333333,0.0,333.0,-1,Port,Port
72,BKZT14731869247997,2020-03-10 05:56:14,23.53039,37.9656033333333,0.0,333.0,-1,Port,Port
73,BKZT14731869247997,2020-03-10 05:56:32,23.53039,37.9656033333333,0.0,333.0,-1,Port,Port
74,BKZT14731869247997,2020-03-10 05:56:53,23.530388333333303,37.9656033333333,0.0,333.0,-1,Port,Port
75,BKZT14731869247997,2020-03-10 05:57:04,23.530388333333303,37.9656033333333,0.0,333.0,-1,Port,Port
76,BKZT14731869247997,2020-03-10 05:58:04,23.530386666666697,37.965605,0.0,333.0,-1,Port,Port
77,BKZT14731869247997,2020-03-10 05:58:14,23.530386666666697,37.965605,0.0,333.0,-1,Port,Port
78,BKZT14731869247997,2020-03-10 05:59:04,23.530385,37.9656033333333,0.0,333.0,-1,Port,Port
79,BKZT14731869247997,2020-03-10 05:59:23,23.530385,37.9656016666667,0.0,333.0,-1,Port,Port
80,BKZT14731869247997,2020-03-10 05:59:44,23.5303833333333,37.9656016666667,0.0,333.0,-1,Port,Port
81,BKZT14731869247997,2020-03-10 05:59:53,23.5303833333333,37.9656016666667,0.0,333.0,-1,Port,Port
82,BKZT14731869247997,2020-03-10 06:00:22,23.5303833333333,37.9656016666667,0.0,333.0,-1,Port,Port
83,BKZT14731869247997,2020-03-10 06:00:44,23.5303833333333,37.9656016666667,0.0,333.0,-1,Port,Port
84,BKZT14731869247997,2020-03-10 06:01:04,23.5303833333333,37.9656016666667,0.0,333.0,-1,Port,Port
85,BKZT14731869247997,2020-03-10 06:02:13,23.5303816666667,37.9656033333333,0.0,333.0,-1,Port,Port
86,BKZT14731869247997,2020-03-10 06:02:34,23.5303816666667,37.9656016666667,0.0,333.0,-1,Port,Port
87,BKZT14731869247997,2020-03-10 06:02:53,23.5303833333333,37.9655983333333,0.0,333.0,-1,Port,Port
88,BKZT14731869247997,2020-03-10 06:03:13,23.5303833333333,37.9655983333333,0.0,333.0,-1,Port,Port
89,BKZT14731869247997,2020-03-10 06:04:13,23.5303833333333,37.96559666666671,0.0,333.0,-1,Port,Port
90,BKZT14731869247997,2020-03-10 06:04:53,23.5303833333333,37.9655983333333,0.0,333.0,-1,Port,Port
91,BKZT14731869247997,2020-03-10 06:05:13,23.5303833333333,37.9655983333333,0.0,333.0,-1,Port,Port
92,BKZT14731869247997,2020-03-10 06:05:23,23.5303816666667,37.9655983333333,0.0,333.0,-1,Port,Port
93,BKZT14731869247997,2020-03-10 06:05:33,23.5303816666667,37.9656,0.0,333.0,-1,Port,Port
94,BKZT14731869247997,2020-03-10 06:05:53,23.5303833333333,37.9656,0.0,333.0,-1,Port,Port
95,BKZT14731869247997,2020-03-10 06:06:42,23.53039,37.965575,0.8,318.6,-1,Route,2
96,BKZT14731869247997,2020-03-10 06:07:33,23.530715,37.9649816666667,3.8,150.1,-1,Route,2
97,BKZT14731869247997,2020-03-10 06:07:42,23.5308416666667,37.9648216666667,4.1,147.5,-1,Route,2
98,BKZT14731869247997,2020-03-10 06:08:14,23.531308333333303,37.9642366666667,4.9,148.2,-1,Route,2
99,BKZT14731869247997,2020-03-10 06:09:23,23.532323333333306,37.9627383333333,5.5,155.1,-1,Route,2
100,BKZT14731869247997,2020-03-10 06:09:42,23.5325783333333,37.96228166666671,5.6,155.6,-1,Route,2
101,BKZT14731869247997,2020-03-10 06:10:52,23.533703333333303,37.960665000000006,5.2,130.7,-1,Route,2
102,BKZT14731869247997,2020-03-10 06:12:23,23.536285,37.9598516666667,5.5,104.5,-1,Route,2
103,BKZT14731869247997,2020-03-10 06:12:43,23.53694,37.959748333333295,5.5,101.2,-1,Route,2
104,BKZT14731869247997,2020-03-10 06:12:53,23.53726,37.9597016666667,5.4,100.2,-1,Route,2
105,BKZT14731869247997,2020-03-10 06:14:23,23.54016166666669,37.95917,5.7,102.3,-1,Route,2
106,BKZT14731869247997,2020-03-10 06:14:43,23.540851666666697,37.959075,5.7,97.4,-1,Route,2
107,BKZT14731869247997,2020-03-10 06:14:53,23.54119,37.95907,5.5,89.7,-1,Route,2
108,BKZT14731869247997,2020-03-10 06:15:43,23.54276,37.9593083333333,5.4,75.7,-1,Route,2
109,BKZT14731869247997,2020-03-10 06:16:33,23.54429166666669,37.9596483333333,5.3,72.4,-1,Route,2
110,BKZT14731869247997,2020-03-10 06:17:33,23.5461766666667,37.9600716666667,5.7,78.6,-1,Route,2
111,BKZT14731869247997,2020-03-10 06:18:33,23.548251666666697,37.96013,6.0,90.2,-1,Route,2
112,BKZT14731869247997,2020-03-10 06:18:44,23.5486183333333,37.960148333333294,6.0,89.0,-1,Route,2
113,BKZT14731869247997,2020-03-10 06:18:54,23.548975,37.960151666666704,5.9,87.6,-1,Route,2
114,BKZT14731869247997,2020-03-10 06:19:44,23.5507283333333,37.960205,5.9,85.0,-1,Route,2
115,BKZT14731869247997,2020-03-10 06:19:54,23.551073333333303,37.960243333333295,5.9,83.3,-1,Route,2
116,BKZT14731869247997,2020-03-10 06:20:33,23.552435,37.96048,5.8,73.7,-1,Route,2
117,BKZT14731869247997,2020-03-10 06:21:33,23.554015,37.961248333333295,5.1,41.7,-1,Route,2
118,BKZT14731869247997,2020-03-10 06:21:44,23.5542133333333,37.96143,5.2,40.3,-1,Route,2
119,BKZT14731869247997,2020-03-10 06:21:54,23.5544133333333,37.9616233333333,5.2,38.2,-1,Route,2
120,BKZT14731869247997,2020-03-10 06:22:13,23.55475,37.96204,5.4,34.2,-1,Route,2
121,BKZT14731869247997,2020-03-10 06:22:44,23.55523,37.9626566666667,5.0,29.6,-1,Route,2
122,BKZT14731869247997,2020-03-10 06:23:13,23.5556116666667,37.963151666666704,3.8,29.7,-1,Route,2
123,BKZT14731869247997,2020-03-10 06:23:24,23.5557216666667,37.963328333333294,3.4,18.7,-1,Route,2
124,BKZT14731869247997,2020-03-10 06:23:34,23.5558016666667,37.9634566666667,2.9,23.1,-1,Route,2
125,BKZT14731869247997,2020-03-10 06:23:43,23.555861666666697,37.9635683333333,2.6,22.0,-1,Route,2
126,BKZT14731869247997,2020-03-10 06:24:04,23.555945,37.9637766666667,1.5,16.7,-1,Route,2
127,BKZT14731869247997,2020-03-10 06:24:34,23.555943333333303,37.963805,0.1,8.1,-1,Port,Port
128,BKZT14731869247997,2020-03-10 06:24:43,23.555941666666698,37.96380666666671,0.2,6.4,-1,Port,Port
129,BKZT14731869247997,2020-03-10 06:24:54,23.555941666666698,37.96380666666671,0.3,349.0,-1,Port,Port
130,BKZT14731869247997,2020-03-10 06:25:04,23.555941666666698,37.9638083333333,0.3,336.8,-1,Port,Port
131,BKZT14731869247997,2020-03-10 06:25:12,23.555941666666698,37.9638083333333,0.1,335.5,-1,Port,Port
132,BKZT14731869247997,2020-03-10 06:25:43,23.555941666666698,37.9638083333333,0.0,335.5,-1,Port,Port
133,BKZT14731869247997,2020-03-10 06:25:54,23.555941666666698,37.9638083333333,0.0,335.5,-1,Port,Port
134,BKZT14731869247997,2020-03-10 06:26:04,23.55594,37.96381,0.0,335.5,-1,Port,Port
135,BKZT14731869247997,2020-03-10 06:26:12,23.55594,37.96381,0.0,335.5,-1,Port,Port
136,BKZT14731869247997,2020-03-10 06:26:23,23.55594,37.96381,0.0,335.5,-1,Port,Port
137,BKZT14731869247997,2020-03-10 06:26:34,23.55594,37.96381,0.0,335.5,-1,Port,Port
138,BKZT14731869247997,2020-03-10 06:27:12,23.55594,37.96381,0.0,335.5,-1,Port,Port
139,BKZT14731869247997,2020-03-10 06:27:43,23.5559383333333,37.9638133333333,0.0,335.5,-1,Port,Port
140,BKZT14731869247997,2020-03-10 06:28:04,23.5559383333333,37.9638133333333,0.0,335.5,-1,Port,Port
141,BKZT14731869247997,2020-03-10 06:28:33,23.5559366666667,37.963815,0.0,335.5,-1,Port,Port
142,BKZT14731869247997,2020-03-10 06:28:43,23.5559366666667,37.963815,0.0,335.5,-1,Port,Port
143,BKZT14731869247997,2020-03-10 06:29:04,23.5559366666667,37.9638166666667,0.0,335.5,-1,Port,Port
144,BKZT14731869247997,2020-03-10 06:29:33,23.555935,37.9638166666667,0.0,335.5,-1,Port,Port
145,BKZT14731869247997,2020-03-10 06:29:44,23.555935,37.9638166666667,0.0,335.5,-1,Port,Port
146,BKZT14731869247997,2020-03-10 06:30:04,23.555935,37.96381833333329,0.0,335.5,-1,Port,Port
147,BKZT14731869247997,2020-03-10 06:30:13,23.555935,37.96381833333329,0.0,335.5,-1,Port,Port
